airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,D Smith,United Kingdom,2014-06-01,Hurn Airport has never been great and is weak when compared with Southampton Airport. Their new 'dangerous to walk' to the Airport route to force people to drive in (footways have been removed). Lack of integrated transport options (no connecting buses relating to flights). Overzealous searches at any opportunity. The specified 20cm x 20cm plastic bag requirement for liquids (if it isn't you go to the back of the queue). Staff complaining to each other that there are too many people going through the checkpoint when a plane is scheduled to take off and also when you land why are you subjected to a 40 minute wait at Border Control and the queue goes across the apron for a least 15 of those minutes. Bournemouth - If you want to attract customers you need to take a serious look at your services and make travelling a delight. You are far from this.,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,J Elkins,United Kingdom,2012-09-07,What a miserable airport! The drop off charges are unacceptable. The new buildings are dark and unfriendly. What has happened to the lovely viewing area and the friendly cafe? Won't be hurrying back and would not tell anyone else to use it.,NA,NA,NA,2,4,2,NA,NA,NA,2,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,M Cunningham,United Kingdom,2012-04-30,"I use this airport on a fairly regular basis as it is just a few miles from home. To avoid the ridiculous ""drop- off"" charge I usually get dropped off at the end of the approach road and walk the last 300 yds. There is no pedestrian access to this airport and you have to walk in the road. Cones have been placed in the middle to prevent cars from turning around as a direct tactic to raise revenue. I find it amazing that a major public amenity has been granted planning permission with no safe access for pedestrians and cyclists. One day someone is going to get run over!",NA,NA,NA,1,3,2,NA,NA,NA,1,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,J Murray,United Kingdom,2012-02-22,Drop off and collection charges? This is a shameless extortion to filch every last penny from customers! They only get away with it because there is no alternative you have a captive audience and take advantage. The major airports do not charge neither does Southampton a point not missed by me and my travelling companions.,NA,NA,NA,2,2,2,NA,NA,NA,2,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,B Sanderson,United Kingdom,2011-08-04,I dropped off my wife and daughter at Bournemouth the first time I have been there since the drop off charges were introduced. What a sight signs bollards security men in yellow jackets. I had no option but to go into the car park to drop them off and on leaving one min later I had to stop and get my ticket validated. There was no clear direction for people being dropped off. The bollards in the road approach road as you turn in are surely illegal forcing anyone who is walking to walk in the road. I am sure this is an accident waiting to happen. Such a shame they have done this. I fly from Bournemouth 2 or 3 times a year and often drop off and pick up but now it doesn't seem such a friendly and 'local' airport.,NA,NA,NA,1,3,3,NA,NA,NA,3,NA,NA,0
brasilia-airport,/airport-reviews/brasilia-airport,Brasilia Airport customer review,S Koenig,Brazil,2011-10-23,As noted the check-in area is open air and spacious. The shopping area beyond that was expansive. All in all nice. The gate area used by most domestic flights however would be more suited for a small provincial airport with few flights. There is not nearly enough room for the lines of people waiting to board. Thel snake thrugh the small terminal making it difficult for others to walk by. My fight was not through a jetway but via a shuttle bus. The monitor above the door we were to use first correctly reflected our flight and time and then suddenly switched to another flight leaving from another gate (there had been no gate change). Brazilians commented that a tourist (e.g. for the World Cup in 2014) would be completely lost. The bus trip to the plane was very long. For arrivals the directions on where to go for the baggage claim area (vs. connecting flights) were confusing. The bagage claim area is rather big confusing and dirty. It took over half an hour to get my bags. Signage to taxis busses etc. is inadequate. Still all in all I'd rate BSB above many other Brazilaian airports. It's easier to use than Rio or Sao Paulo at least until you get to the cramped gate area.,NA,NA,NA,6,5,4,NA,NA,NA,3,NA,NA,1
brasilia-airport,/airport-reviews/brasilia-airport,Brasilia Airport customer review,Andre Souza,NA,2009-05-24,BSB has its modern part but it is still a quite bad airport seems that they don't care about changing anything on this airport it's busy on weekends. Staff can be quite rude and as in most of Brazilian airports everything is overpriced. You'd be better eat somewhere else before flying.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
brasilia-airport,/airport-reviews/brasilia-airport,Brasilia Airport customer review,S Koenig,NA,2008-11-23,"I transited changing planes on my way from Fortaleza to Rio so can speak of only one part of the airport. That part was old-looking (maybe 70s retro-style) and cramped. The circular donut-shaped design with one wall between the central area and the boarding gates limited space so that if you had to walk between gates you needed to cut through lines of people waiting for every flights. The fact that this was a Friday afternoon when parliamentarians may have been fleeing Brasilia to return to their home towns may have exacerbated the situation. To me it looked like an older smaller airport in the midwestern U.S. that could call itself international due to one or two flights a day to Canada. Just one area in which to buy food (mainly snacks) with a long line. The rest of the airport including check-in area may be nice but my reaction to the gate area was What a dump.""",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
brasilia-airport,/airport-reviews/brasilia-airport,Brasilia Airport customer review,F Costa,NA,2008-08-01,Considering the standard for Brazilian Airports the Capital's is very modern. Good options for shopping and eating and even some cinema theaters. As it is one of the hubs of the country the traffic in intense most of the time. There is a lack of good transportation options for the city. There is no subway station the buses are rare and uncomfortable and the taxis are quite expensive.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
bratislava-airport,/airport-reviews/bratislava-airport,Bratislava Airport customer review,Stephen D'Arcy,NA,2011-01-09,"Airport was updated and expanded in June 2010 and is now up to the task. Used it in Dec. 2010 - no problems. On arrival go to information and ask for a ""one hour"" public transport ticket costs EURO 0.70 valid on the 61 bus from the airport (runs every 20 mins) into the city centre terminating at the main rail station. Journey time: 25 mins.",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
bratislava-airport,/airport-reviews/bratislava-airport,Bratislava Airport customer review,R Sherman,NA,2007-08-16,"BTS Airport is small for an international airport but it is easy in and easy out. Seating is limited but because it is small you don't have to be there for hours on end (unless your flight gets delayed). Luggage trolleys require a coin (US$0.25 5SK or 2 Euro) but you get the coin back when you return the trolley. Parking is expensive for this small airport (550SK) but in the ""off-airport"" parking lot it is half the price. There are plenty of places to get a snack in the airport and the duty-free shopping is adequate. The airport would do well to have a shop that carried some Slovak souveniers as none are really available there now. There is regular bus service from the airport to Vienna which takes about 75 minutes. All in all a decent but small international airport.",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
bratislava-airport,/airport-reviews/bratislava-airport,Bratislava Airport customer review,Stephen D'Arcy,NA,2004-05-30,Bratislava airport has been considerably modernised since my last visit (1986) and is easily accessible by #61 bus which takes a circuitous route via IKEA etc to the central station for SKK18. Unable to visit tax-free shops as flight dep. 07.00!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
brescia-airport,/airport-reviews/brescia-airport,Brescia Airport customer review,Dave Stanley,United Kingdom,2010-04-19,This is a fairly small but modern airport that is taking a lot of charter flights for winter sports holidays. Often small airports give very good service compared to the large well known international airports. Brescia does not. On our arrival the queue for immigration extended outside the building almost as far as the aircraft we had arrived in. Luckily the weather was kind to us. Baggage reclaim was somewhat chaotic. On the way out we were delayed by 5 hours. The airport has minimal facilities and we were provided with a fairly awful sandwich and had to wait in the crowded entrance hall. Check-in queues were long. Airside there were next to no services and not enough space. Overall a very poor experience.,NA,NA,NA,2,1,5,NA,NA,NA,1,NA,NA,0
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,D Lobo,Australia,2015-05-25,Shocking customs and immigration queues. They know how many international airlines are arriving at the same time so why don't they add more staff. Trying to be an international destination with regional staffing!,NA,NA,NA,2,1,4,NA,NA,NA,2,NA,NA,0
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,T Maddern,Australia,2014-01-06,I have flown in and out of Brisbane International and Domestic terminals several times over the past year. I have found both terminals clean and easy to get around. I also like them because there are plenty of seats and places where you can look out and watch planes and what's going on outside. In both terminals security is fine and not too intrusive queue times for me also were not an issue. For those wanting food and drink there are plenty of places in the terminals to get these outlets in the international terminals as expected are overpriced. There is a train link to get to the city this takes about 10-20 mins apparently and also links with the Gold Coast. There is a taxi rank outside the terminals also. Beware - Hiring a trolley for your bags is a rip off at $4.00 at the domestic terminal.,NA,NA,NA,8,4,5,NA,NA,NA,4,NA,NA,1
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,D Thompson,Australia,2013-10-09,I travel often to Brisbane airport from Melbourne on business. I have observed that this airport is outdated and not very clean. The bathrooms at the Qantas and common user terminals look like they have not been cleaned since 1980. I travel to an office building not far away from the airport and pay an average of $20AUD for the trip. Every time I catch a taxi the driver gets angry because I am not traveling to Brisbane city where a taxi ride would cost $50AUD or more. It is my understanding that Brisbane Airport Corporation refuses to establish a short distance queue for taxis to avoid the taxi drivers behaviour which reflects poorly on Brisbane airport.,NA,NA,NA,2,3,2,NA,NA,NA,1,NA,NA,0
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,D Collins,Australia,2013-09-12,I pass through BNE international twice a year - out of and into Australia from Asia where I work and usually exclusively fly Qantas. Generally I find the processing outbound good - but I do have Gold FF status so never queue for Economy. QF staff generally good. The Xpress service into Immigration is mostly not open and queues are long but the agents have generally been friendly and polite. Security screening tends to be ordered chaos but again mostly polite. Once inside you are basically at the mercy of retailers of over priced brands and so called duty free that in many instances is way above retail prices at the bigger chains. Seating is poorly distributed and caters mostly for consumers fast food so just finding somewhere to rest while waiting to board is pretty hit and miss. I do use the Qantas Business Class lounge which is usually not too crowded and definitely a bonus and worth it if you are prepared to fork out the fee for the Qantas Club; the priority boarding is also a huge bonus! Inbound I find usually OK even weaving through the Duty Free shop where at least the booze is significantly cheaper than retail. I use an ePassport now and haven't had a problem yet but even when using the agents didn't have a long wait. There's little point worrying even if it is slow because the baggage is going to be a longish time in arriving. Lifts to the various exit points outside Customs in the Arrivals Hall are far too small to handle more than about two luggage trolleys and far to few to move people at any reasonable speed or volume. Parking is obscenely expensive for anyone picking you up. My experiences in the past with the domestic terminal however are poor - unhelpful staff inefficient check-in even with the self check-in kiosks rude staff at the security screens. Overall international works OK and is at a standard comparable to any terminal I have been though anywhere around the world; domestic I found below acceptable standards but it may well have improved in recent years.,NA,NA,NA,9,3,3,NA,NA,NA,3,NA,NA,1
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,K Johnson,Australia,2013-09-10,I travel from Newcastle NSW to Brisbane QLD Domestic terminal and back again once a week every week. I have also travelled extensively to both other Domestic terminals and international/domestic terminals. I can honestly say that Brisbane domestic terminal is the worst for friendly helpful service from the terminals 2 Bar stalls. The one in the Food court opposite Gate 5 has a very rude attitude to people using mobile phones. The other is the bar at Gate 1. Today I went to the side counter to order a beer and was told promptly to get round to the front. When asked why very short abrupt answer not allowed to serve there. It would seem we owe them the respect not vice versa. I think from now on I will bring my own drink in with me. A lot less nasty and by far a lot less cheaper.,NA,NA,NA,NA,4,4,NA,NA,NA,4,NA,NA,0
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,Y Ren,Australia,2012-09-03,SYD-BNE-SYD. Haven't been to Brisbane for couple of months Brisbane domestic airport really changed. Construction for the car park finally finished - worth for the wait. The new walkway between domestic terminal train and car parks are fantastic completely new feeling for the airport. Security check area at Qantas has changed as well there is dedicated business and premium passengers line. It is very easy to drive to airport or go by train as well.,NA,NA,NA,8,4,5,NA,NA,NA,4,NA,NA,1
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,G James,United Kingdom,2012-08-05,Brisbane international airport departure terminal was a pleasure to use. Check-in was smooth and unlike T3 at Heathrow you could easily see where to go. Lovely shopping area and Qantas business class lounge was fantastic. Coming in was just as good an experience - friendly staff in the quarantine section helped me throughout without much delay.,NA,NA,NA,10,5,5,NA,NA,NA,5,NA,NA,1
brisbane-airport,/airport-reviews/brisbane-airport,Brisbane Airport customer review,T Maddern,Sweden,2011-06-12,We flew in and out of Brisbane Domestic Airport this week. Arrivals was fine but I think it is a ridiculous scam to charge $4.00 to use a trolley. (I have never seen this in any airports I have travelled in.) Coming back the terminal temperature was very hot which I guess is to make people thirsty and need the food outlets to pay for drinks. Toilets were clean and tidy and there was plenty of space and seating.,NA,NA,NA,3,3,5,NA,NA,NA,3,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,Morgan Dye,United Kingdom,2015-06-15,"I last travelled through Bristol airport around eight or nine years ago and I remember it being pretty decent for an airport of its size. This time around I was disappointed. Firstly, the security check. If you've forgotten a small plastic bag for your carry on liquid items you are encouraged to pay out £1 for a bag - don't bother doing this! Once through there were staff handing them out for free. Not sure why they do this, Heathrow and most other airports seem to give the bags out for free. The security check itself was awful. The queue was unbelievable and crawled along at a snails pace. The low ceilinged queuing area was stiflingly hot and the whole thing was just bad. Compare this to my last flight from Heathrow when I zipped through in 10 mins, max. Once through, the facilities on offer aren't too bad, but the terminal building felt very dingy and closed off, there were no windows that offered views out onto the runway area. I'm sure there were last time I flew from here. The walk from the terminal building to the boarding gate for my flight was also epic. Admittedly, that isn't necessarily a problem unique to Bristol. Coming back, again the walk to immigration and baggage reclaim was a real epic, worse than going out. That said, bags came off quickly and the joy of a small airport is that you're out and on your way pretty quick. I've been told that Bristol is undergoing a bit of an upgrade, so be to be fair some of my gripes may be resolved in the future. If you're flying this summer though, prepare for some long and sweaty queuing at security.",Arrival and Departure,13-06-2015,FamilyLeisure,4,1,3,3,NA,3,1,0,NA,1
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,P Cullen,United Kingdom,2015-03-28,As a regular user I have often complained about the long walk to/from flights. The good news is that the new gates require a much shorter walk and there is far more seating than at the western apron. Note however that many flights do still go from the western gates so you may not be lucky. Early morning is always the busiest time but on my last visit the wait for security was about 5 minutes (though getting through took another 5 minutes as I kept setting the scanner off never found out why). Return was OK but could be better the usual lengthy wait for immigration checks but at least one of the officers took the time to explain why using the scanners is often no quicker than queuing for a manual check. There are still irritating things about Bristol (expensive car parks paying for trolleys limited seating in some areas) but it is in the mid range of UK airports from my experience.,NA,NA,NA,5,3,4,NA,NA,NA,3,NA,NA,1
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,Mark Taylor,United Kingdom,2015-02-18,First the good news. Given this is a small airport averaging around half a dozen departures per hour you are unlikely to face a long queue on the runway for take off or for that matter to have to circle around for ages to land. Also the check in queues were not too bad albeit I flew during the off peak season. But that is about all there is good to say. The whole point of little airports is they should be easy to use very short walks from the plane to the exit. Instead it has been designed without airbridges so you usually need a bus to get to the plane. You will also face long walks with no moving walkways (mine on return was over 1/4 mile) along with going up and down stairs (again no escalators). Anyone with young children and pushchairs or elderly and infirm should take careful note. Access is horrendous as the airport is in the middle of nowhere without any sensible connection to the M4 or M5. Most people will either have to go through Bristol or across windy minor roads. The parking is basically in a dirty great big field poorly concreted and open to the elements so if it's raining you will get drenched. All this for parking prices on a par with LHR and Gatwick despite the airports rural location. Helpfully the short term car park is also sited in a dip so you face a big uphill lugging of your cases while the rain pelts you. If you want a trolley it's £2 per trolley non refundable. Even Gatwick and LHR don't do that! Generally I like small airports because what you lose in facilities you gain in ease of use and lower cost. But not here.,NA,NA,NA,2,2,3,NA,NA,NA,2,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,B J Hodge,United Kingdom,2014-08-18,Highs and lows. To drop off a passenger is charged a minimum of £1. Car stopped probably for fifteen seconds max charge levied. They should advise on the Express drop off sign that there is a charge. Pathetic toilet provision. After security downstairs toilets out of use requiring a journey up the very congested staircase to the food court to find that the total provision of toilet cubicles for male passengers at what pretends to be an international airport is five. Security was quick and courteous. Finally and I realise that it is not the fault of Bristol but happens everywhere why oh why do we have to show our boarding card to buy a packet of mints.,NA,NA,NA,4,5,3,NA,NA,NA,3,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,A Marks,United Kingdom,2014-06-13,Flew from BRS - EFL on Thursday 29 May 2014. Parked on site at the airport in long stay opposite the departures doors no queue at check-in no queue at security. Was all clean inside departures 30 minutes free wifi a few shops and bars and the benefit of an outdoor smoking area after security! Overall Bristol airport is great some people complain about the 10 minute max walk to the furthest departure gates all I can say to that is try Heathrow Gatwick or Birmingham and the walks are far longer! My only down point is the service in some of the shops was a bit lacklustre but the bar staff were excellent.,NA,NA,NA,9,5,4,NA,NA,NA,5,NA,NA,1
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,Paul Higgins,United Kingdom,2013-09-30,I fly a lot and flip between LHR and BRS. I've used BRS quite a few times in the recent weeks using both low cost and national carriers. Car parking costs are in line with other airports security no issue (I was expecting a long delay for a midweek 06.30 flight but was through in no time at all). I have never found security staff anything other than pleasant and professional. Returning - again no issues through passport control there was a queue all desks were staffed and the queue kept moving. It compares more than favourably with other regional airports across Europe. I'd like to make an observation on other largely negative comments about walking time to gates and irritating charges for trolleys and car pick up. Probably 80% of the airports landing fees revenue is from low cost carriers who are not prepared to pay for frills including moving walkways and air bridges. Even at airports with these facilities the likes of Easyjet and Ryanair end up in a basic terminal and/or one far away from the main entrance and when you get to the gate you can still be bussed to the plane. Don't blame the airport for providing only what the majority of their carriers are prepared to pay for.,NA,NA,NA,10,5,5,NA,NA,NA,4,NA,NA,1
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,P Cullen,United Kingdom,2013-07-07,I have used Bristol 6 times at various times of the day in the last few weeks. Departures have generally been quite good with queues for security no more than 5 minutes seating can be crowded particularly early morning but there were always some places. Flights particularly from the western apron are called early. Arrivals were not so good but just acceptable the passport readers were working but very slow - at least once it would have been quicker to queue to see an officer. My main gripe is the misuse of resources my last arrival was typical: the aircraft was parked at the far end of the western apron giving us a 400+m walk to the terminal building (they do at least advertise the distance). As we walked along we saw at least a dozen aircraft parking spaces closer (including 3 in right front of the terminal) none of which was being used. Surely a more efficient use of space that would make customers' lives easier is a relatively easy thing for management to achieve? Also why do you have show your boarding pass to buy a newspaper? WH Smith if you want reduce the queue just be sensible.,NA,NA,NA,5,3,4,NA,NA,NA,3,NA,NA,1
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,K Jones,United Kingdom,2013-02-25,It's a disgrace to charge for dropping off - often you're not even going to be there long enough to switch the engine off. Rightly or wrongly I pulled up to drop my sister off just before the drop off zone - no double yellow lines no signs to say you couldn't pull over there and I wasn't causing any obstruction. Having dropped her off I thought I'd take the opportunity to remove my coat before continuing on my way. Suddenly there's a loud rapping on my window and an official shouting at me 'Move'. Surprised by his aggression I said I was about to leave. His reply: 'Move now'. Most unpleasant. The police don't speak to people like that and neither should jobsworth airport officials.,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,P Cullen,United Kingdom,2012-12-25,Departed mid morning on a weekday and returned Sunday afternoon both painless with nothing really to criticise all systems functioned quickly and efficiently. As a regular user it is clear that the number of flights from Bristol this winter is down on previous years and the summer months and while I am sure the airport's management are concerned it has benefits for passengers - queues are short and facilities adequate. There is still the long trek to/from the western departure gates but on this occasion I was lucky our aircraft was close to the terminal.,NA,NA,NA,8,5,4,NA,NA,NA,4,NA,NA,1
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,J Taylor,United Kingdom,2012-12-23,Flying from Bristol to Tenerife we had a late morning flight check in was a bit busy but got through quickly check in desk staff were friendly and security staff were also very nice duty free was busy but had good facilities (needs to be extended.) A long walk to gate and was very busy but flight staff were polite. I will look forward to flying from Bristol soon.,NA,NA,NA,8,4,4,NA,NA,NA,4,NA,NA,1
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,John Clift,United Kingdom,2012-05-28,Senior airport management here should be told that a gormless security individual shouting useless instructions at the poor passengers trying to get through security is only making a rather tedious process even worse. Like all others commenting about the place its only saving grace is it is quicker to fly from here than Heathrow. Facilities are poor even on a Sunday morning after the early rush. Extortionate charges for everything in the place. And yes those use less biometric passport readers never work as they are hardly open and when they are a dismal failure. An awful all round experience.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,John Clift,United Kingdom,2012-03-26,All of the unaware beware the car parking charges and all the other fees they charge here are an absolute rip off - with quite a few budget carriers their fares being less than three days parking. Even on a quite day the facilities are poor (who would have a notice up bragging that the hike to your gate is only X hundred metres?). The only reason I use the place is its location about 20 minutes door to door at 05.30 in the morning. Other than that its a place to avoid at all costs.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,S Andrews,Belgium,2012-02-17,"As a regular traveller through this airport I can but agree with the many negative comments on this website. I requested that a simple chair be provided before the x-ray arch so my shoes can be removed. I have a medical balance problem and standing and/or hopping on one leg is not possible. This results in me having to have a full body ""pat down"" every time I travel. It is embarrassing and causes unnecessary delay to other passengers. I wrote to the airport management making this request and received a reply saying this would be done immediately and that ""security"" had been informed. I travel on average every 2/3 weeks. Security staff are at best surly and unpleasant. The number of toilets in the main lounge are inadequate for the number of passengers. The recently introduced charges for my taxi using the ""drop off"" area and non-refundable baggage carts is yet more money grabbing wheezes at an airports whose charges are already amongst the highest in Europe.",NA,NA,NA,1,2,2,NA,NA,NA,2,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,A Matthews,United Kingdom,2012-02-01,No relation to the A Matthews who reviewed below. I was hoping for things to have improved since I last used the airport about 4 times last year. Not a chance. My first gripe is the outrageous car parking charges. £38 for a long weekend in midwinter is a bit over the top. Secondly charging for a trolley is profiteering. Why doesn't the government do something about organisations ripping off captive customers. Thirdly in an attempt to lure passengers into buying something from the shops after going through security the owners have reduced to a minimum the area available to actually sit somewhere whilst waiting for your flight. Finally big queues for immigration. Why isn't this facility given a bigger room and more border control staff? Come on Bristol. I'm even considering travelling up the M4 to Heathrow now. You are getting no better.,NA,NA,NA,2,2,4,NA,NA,NA,2,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,A Matthews,United Kingdom,2012-01-19,I used to use Bristol airport 15 times a year before the re-vamp of the terminal with the duty free shop and western walkway - I now avoid it at all costs now it is so user unfriendly. The duty free shop is oversized there is simply no logic to the flow of passengers and dependent upon the gate allocated to you you may or may not be waiting on the right floor. If you are unfortunate to be using gates 14/15 be prepared for a very long and uncomfortable walk without travelators or escalators to negotiate the long distances and multiple steps and stairs. Arriving at these gates is equally unpleasant. Bristol has lost what it once had going for it when it was worth paying the overpriced car parking charges and baggage trolleys. There's simply no competition.,NA,NA,NA,1,2,2,NA,NA,NA,2,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,John Clift,United Kingdom,2011-09-19,Long queues at check in / bag drop even longer queues for security and just as bad on return at passport control - do the biometric passport machines ever work? Long hike to the new gates and seating in the main terminal is woefully lacking. Staff in all areas surly and rude. All in all an airport to avoid if possible.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,Richard Campbell,United Kingdom,2011-08-24,The queue just to get into the security area often stretches 50 yards and moves slowly. You can buy a fast track voucher for £5 but queues for this are getting longer and you need to allow 20 mins minimum even for fast track. Once into security the long queue moves slowly with unexplained hold ups. Security staff appear under considerable pressure and show this in the way they deal with passengers. There are very few seats in the main waiting area so much is given over to retail and often boarding queues stretch back into the waiting area. Some boarding gates are as much as 10 mins away even at a speedy pace. This airport which was once a pleasant departure point has now turned into a complete disaster.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,D Smith,United Kingdom,2011-06-12,I do everything I can not to fly from Bristol Airport. I'd much rather go to Heathrow despite it being further away and much bigger and busier. I find the staff at Bristol off-hand and offensive transport links woefully inadequate parking extortionate and facilities poor. You no longer even get through immigration quickly as the last couple of times I've been there the queues have been long and slow-moving.,NA,NA,NA,1,1,5,NA,NA,NA,3,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,John Clift,United Kingdom,2011-05-28,Pouring rain and the usual long haul trek from the apron to the baggage claim area even the nearest new gate is a good 250 metres hike. Passport control is more like entering a third airport and why are they so chummy taking the piss really. Baggage as usual you wait an age. The on site car park is a rip off for what is really a rubble strewn bit of ground prepay ticket would not operate exit barrier (but they took money on booking though). Overall a place to avoid if at all possible.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,John Clift,United Kingdom,2010-10-05,As with all other reviews this is an airport to avoid if you can. They certainly do not want any passengers money and fees yes. Staff rude security hopeless passport control (how do they meet the fire regs with that set up?) and the so called new terminal well 400 yards plus three sets of stairs just to get to passport control its awful. Coming back yesterday the staff member in charge of arrivals on the tarmac had a look on her face that said it all - why are you passengers coming here and messing up my nice day! Looking at both recent flights its clear business passengers are going elsewhere and those left are infrequent users on holiday flights.,NA,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,A Davis,United Kingdom,2010-08-01,Parking was simple and we could easily pull our suitcases to Departures. Check-in staff polite sailed through security - staff a bit sullen. In the Departure lounge a little less seating downstairs but there is seating upstairs in the food court and nobody was told off for sitting without purchasing food or drink. Duty free well laid out and the staff were breezy. On our return border control was slow and a little sullen collected bags and back at the car within an hour.,NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,John Clift,United Kingdom,2010-07-18,The recent comments about the facilities or acute lack of them at this airport are true they have removed almost all seating in the departure area and replaced them with a range of retail emporiums. As an airport this must one of the few in the world that ends up worse after a major refurbishment than before they started. The so called new gate area is really a covered corridor to replace the awful buses they use nothing more. Only for the fact its close to my home I would not use the place. Considering they have amongst the highest passenger fees in the UK and if you add in the extortionate car parking its nothing sort of a rip off.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,John Clift,United Kingdom,2010-06-08,Bristol is predictable rude staff long queues lack of seating poor and expensive facilities with a long wait for bags to come off on return. All in all a poor airport. How do they get away with having such long closed corridors to and from the gate areas with no fire exits or marked escape route? In the so called new terminal it appears that there is not emergency lighting either. I am starting to think like other commentators below maybe its time to fly from LHR or BHX. Long haul connections at AMS or CDG are now getting so long due to flight cutbacks it adds almost half a day to all journeys.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,A Quinn,United Kingdom,2010-05-28,Modernisation at Bristol seems to be solely for the benefit of the retailers and not passengers. I agree that the security staff are amongst the most surly and miserable I've come across. However there is now one thing that redeems it for me. Bristol has a smoking area after security. As far as I'm aware it is the only airport in the UK that provides this facility. Nicotine addicts are treated like prisoners at other airports which is more than a bit cynical since they all derive profits from selling cigarettes. Congratulations to Bristol Airport for recognising the needs of this persecuted group of travellers.,NA,NA,NA,3,3,3,NA,NA,NA,1,NA,NA,0
