airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
korean-air,/lounge-reviews/korean-air,"Korean Air ""skypass"" Lounge - Bangkok Suvarnabhumi Airport",Chris Matthews,NA,2008-01-21,Very clinical looking lounge. However lots of space clean staff friendly. Used by a few airlines in the SkyTeam network. Lots of food available - from sandwiches to sushi to Chocolate Cake. Open bar and coffee machines. Not sure of internet area.,"KOREAN AIR ""SKYPASS"" LOUNGE REVIEW",Bangkok Suvarnabhumi Airport,NA,NA,NA,4,4,4,4,5,4,5,NA,0
korean-air,/lounge-reviews/korean-air,"Korean Air Business Class ""prestige"" Lounge - Seoul Incheon Airport",Chris Matthews,NA,2008-01-21,Nice big lounge at Incheon airport solely for the use of Prestige Class Passengers. Took a while to find it though as no clear direction. Comfortable seating  a little bit clinical rather than homely feel. Staff Friendly only breakfast cereals and breads on offer at the time I was there  however still had a full bar service. Did not see any computers for internet browsing. Had a small smoking room which was comfortable with Plasma TV and away from the non smoking section.,"KOREAN AIR BUSINESS CLASS ""PRESTIGE"" LOUNGE REVIEW",Seoul Incheon Airport,Business Class,NA,NA,3,4,5,4,3,4,4,NA,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Lounge - Cologne/bonn Airport,Nick Wilcock,United Kingdom,2015-03-22,Another visit to this lounge and nothing has been done to improve the miserably inadequate levels of catering. Soup or spaetzle potato salad and that's about it apart from a few pieces of bread and some peppers plus sweets and peanuts. So I've made yet another complaint and will keep doing so until something is done to improve matters.,LUFTHANSA BUSINESS CLASS LOUNGE REVIEW,Cologne/bonn Airport,Business Class,NA,NA,2,4,4,1,1,3,3,1,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Lounge - Cologne/bonn Airport,Nick Wilcock,United Kingdom,2015-01-30,The standard of catering in this lounge continues to deteriorate. Today the only choices were broth or soup - and a couple of trays of stewed vegetables. Plus the usual potato salad bread etc - but no meat of any kind. This lounge was once quite good but is now very mediocre. Also WiFi is often stretched to the limit. The two receptionists seemed totally bored and lacked much in the way of customer service skills. Come on Lufthansa - give this place a much-needed make over!,LUFTHANSA BUSINESS CLASS LOUNGE REVIEW,Cologne/bonn Airport,Business Class,NA,NA,3,3,4,3,1,2,4,1,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Senator Lounge - Frankfurt Main Airport,Paul Browne,Canada,2012-06-05,I am not sure why I still go to this lounge as it has always been overcrowded not particularly clean with poor food offerings. This time the airport public areas outside were more peaceful than this place. Lufthansa really needs to take a look at this lounge and improve the standards as it is an embarrassment.,LUFTHANSA SENATOR LOUNGE REVIEW,Frankfurt Main Airport,NA,NA,NA,2,2,2,3,2,2,1,2,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Lounge - Frankfurt Main Airport,J Lynch,Canada,2012-05-21,Very large lounge it seemed crowded at first but as we walked in a clockwise circle the crowd thinned. A huge variety of snacks and treats to enjoy. A few English newspapers no magazines except Golf. The bathrooms were cramped and awkward to use but clean. The wifi was free. It was a nice place to hang out for 2 hrs between flights.,LUFTHANSA BUSINESS CLASS LOUNGE REVIEW,Frankfurt Main Airport,Business Class,NA,NA,4,4,4,5,5,2,5,5,1
lufthansa,/lounge-reviews/lufthansa,Lufthansa Senator Business Class Lounge - Mumbai Airport,R White,United Kingdom,2012-05-01,Lounge is small but nice the only option for Star travellers in Mumbai. Staff welcoming and smiley. Food limited but more than just snacks. Could do with computer terminals in case you don't have a wifi device with you. Two let downs are it not having a flight screen at all in the lounge. Also they had a row of clocks for world time and had taken the Mumbai one down - I couldn't work out why if that one broke they didn't put the Singapore clock in its place and change its time.,LUFTHANSA SENATOR BUSINESS CLASS LOUNGE REVIEW,Mumbai Airport,Business Class,NA,NA,4,4,5,3,3,4,4,5,1
lufthansa,/lounge-reviews/lufthansa,Lufthansa Star Alliance First Class/gold Lounge - Paris CDG Airport,G Graham,United States,2012-01-25,The Star Alliance lounge at CDG in terminal 2 near gates 60-6 is downstairs. The space proved to be comfortable and quiet with a very good selection of snacks drinks and sandwiches.,LUFTHANSA STAR ALLIANCE FIRST CLASS/GOLD LOUNGE REVIEW,Paris CDG Airport,First Class,NA,NA,4,4,5,5,4,5,0,4,1
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Senator Lounge - Frankfurt Main Airport,T Smith,Canada,2011-10-21,Stopped by the gate A26 Senator Lounge at around 8am on a layover to Graz Austria. Terribly overcrowded. I took one walk around found no seats available took note of the 20 people standing around waiting for a seat and immediately left. I'm sure the food and beverages were fine but if I can't sit down what's the point. So the only thing I can rate this lounge on is comfort which gets a very poor score.,LUFTHANSA BUSINESS CLASS SENATOR LOUNGE REVIEW,Frankfurt Main Airport,Business Class,NA,NA,NA,1,2,0,0,0,0,0,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Senator Lounge - Frankfurt Main Airport,T Smith,Canada,2011-10-21,"Visited this Senator lounge located at Gate B43 arriving at around noon. After visiting the Senator lounge at Gate A26 a week previously I was expecting the worst (cramped no seats available should be used as a broom closet etc). When I entered the lounge I was pleasantly surprised. This lounge is huge and was filled only to about 20% capacity. Very spacious and clean you aren't cramped. Although the lounge did fill up while I was there seats were available. The breakfast food was fine and plentiful and beverage selection is what you'd expect in a lounge. The staff were pleasant; they greeted as you arrived and farewell as you left. There was a bartender on hand to mix drinks. I had excellent WiFi connectivity. I just wished that there was a fine lounge like this at the ""A"" departure gates so that I can relax at my layover when I'm entering Europe instead of just when I'm leaving it.",LUFTHANSA BUSINESS CLASS SENATOR LOUNGE REVIEW,Frankfurt Main Airport,Business Class,NA,NA,4,5,4,4,4,4,5,4,0
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines (icare) Business Class Golden Lounge - Paris CDG Airport,Shane Walker,Singapore,2015-05-29,I recently travelled with Malaysia Airlines to and from Paris and so had the misfortune of using the iCare (OneWorld) Business lounge in CDG terminal 1. What a dump! Very small with old worn out couches. No Television or newspapers disgusting food and coffee no departure information screen and staff who are friendly but unable to know how to mix a simple drink. There are also no showers or change rooms and the toilets are outside of the lounge and shared by all of the business lounges. Definitely one of the worst Oneworld lounges I have used anywhere. But it does match with the rest of CDG airport which is also poorly designed badly maintained and very user unfriendly.,MALAYSIA AIRLINES (ICARE) BUSINESS CLASS GOLDEN LOUNGE REVIEW,Paris CDG Airport,Business Class,NA,NA,2,1,2,2,1,1,3,2,0
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines Business Class Golden Lounge - KLIA Kuala Lumpur Airport,P Taylor,Australia,2015-05-10,"Very ordinary particularly if you like a glass of wine and internet that is better than dial up. The general feel is ok until you get down to detail. First the bar which is not self serve and even beer is neither on display or available for self selection. As for red wine "" we only have merlot"" of a very ordinary kind. There is a first class lounge apparently at the ""satellite"" wherever that is but you won't be told about it in the main terminal unless you ask even if you are eligible. There is a definite don't care attitude in this place and as others have commented the showers and toilets are usable but not great. The food is ok and you can get freshly cooked noodles but it is pretty tasteless. Nothing here to encourage me to use MH or KL as a preferred hub but I guess I am spoilt with my regular regional being SQ with its very superior Singapore hub.",MALAYSIA AIRLINES BUSINESS CLASS GOLDEN LOUNGE REVIEW,KLIA Kuala Lumpur Airport,Business Class,NA,NA,2,3,2,1,2,1,1,3,0
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines Business Class Golden Lounge - KLIA Kuala Lumpur Airport,David Harrison,Australia,2015-05-10,In most respects this lounge is adequate. The WiFi is outrageously bad. On 1st April I got 7 Kbps download. Impossible to download even one email. Two other nearby pax complained. I went to reception where the agent said she gets so many complaints management doesn't act and please fill out a complaint form. MH management - are you listening? Go down the street and buy a decent router. Subscribe to a decent broadband service. Stop mucking around and deliver - most of us in this lounge are on business and internet is vital.,MALAYSIA AIRLINES BUSINESS CLASS GOLDEN LOUNGE REVIEW,KLIA Kuala Lumpur Airport,Business Class,NA,NA,3,4,5,3,3,4,1,4,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Senator Lounge (gold) Customer - Berlin Tegel Airport,J Jensen,NA,2010-11-20,The decor is a bit cold and not very welcoming. The selection of food limited though the Oktober Fest special was a nice touch. The selection of drinks is varied and good. I find it really strange that Lufthansa does not offer free WiFi in their Senator lounges (nor the business class lounges). But the lounge is a welcome escape from the not very customer friendly Tegel airport. The staff at the front desk not very welcoming though I have had very good experiences at other times.,LUFTHANSA SENATOR LOUNGE (GOLD) CUSTOMER REVIEW,Berlin Tegel Airport,NA,NA,NA,3,3,5,5,3,3,1,3,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Senator Gold Card Lounge Customer - Frankfurt Main Airport,Nick Wilcock,NA,2010-06-14,The standard and variety of food and beverages available in this Gold Card-only lounge continue to deteriorate. The furniture isn't particularly comfortable working space is cramped and the whole ambience of the place is very run down and second rate. Presumably it's because Lufthansa spend all their resources pandering to the first class lounge users and do not see their Gold Card holders as meriting much in the way of service. It used to be a lot better; why have they allowed their standards to slip so low?,LUFTHANSA SENATOR GOLD CARD LOUNGE CUSTOMER REVIEW,Frankfurt Main Airport,NA,NA,NA,2,3,3,3,2,2,2,2,0
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines Business Class Golden Lounge - KLIA Kuala Lumpur Airport,M Cunningham,Australia,2013-11-15,I used the KLIA lounge in transit and was impressed. If in transit stay in the Satellite building and head upstairs when you reach the air train - it isn't incredibly well signposted. It is large with plenty of natural light via big windows it has lockers newspapers magazines and many seating areas. There was a business centre with helpful staff. Lounge PCs offer internet and printing. Excellent range of food included noodles and soups barista made coffees and full range of teas fresh fruit plus I saw a variety of other dishes. There are several food service areas - all have different offerings. There is a bar with limited choices but white wine they offered was fine. Bathrooms with amenity packs and had hot showers both times - they are at the far end of the lounge and staff will give you towels and packs with shampoo etc.,MALAYSIA AIRLINES BUSINESS CLASS GOLDEN LOUNGE REVIEW,KLIA Kuala Lumpur Airport,Business Class,NA,NA,5,5,5,5,5,5,4,5,1
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Lounge Customer - Frankfurt Main Airport,Peter Schweizer,NA,2009-07-30,Lufthansa should be ashamed to offer such a dump to their and their star alliance partner business class passengers. Old and run-down furniture empty plates remained on tables for long time and filthy carpets gave me the impression I was sitting in a run-down train station. Only potato salad and some sort of meat dumplings on offer and standard drinks at the self service counter. Lounge (above my SQ flights departure gate B 48) offers nice views of the tarmac but the outdoor viewing area is closed and appears to be closed some time already due to the weeds growing outside. Why wasn't I surprised that no free wireless internet was available but you had to pay for WIFI. Do have to point out that the shower facilities were flawless and very clean and well maintained. This lounge is a major embarrassment for LH in their home hub.,LUFTHANSA BUSINESS CLASS LOUNGE CUSTOMER REVIEW,Frankfurt Main Airport,Business Class,NA,NA,1,0,0,1,1,4,0,2,0
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines First Class Lounge - KLIA Kuala Lumpur Airport,Y Ren,Australia,2013-07-07,I have been through MH first lounge at KL international airport twice last month. It is a really good lounge. Staff are very friendly and professional always ready to help. Lounge is not big but never crowded when I was there. You can sit down order some proper meals. Great wine and drink selections available. There is also a buffet area you can get the food you like. No spa available in the lounge. Shower is in the bathroom. You can get the tower and amenity from a little counter before get in the bathroom. Good internet connection as well. It is not Qantas first lounge in Sydney but very good lounge for transit passengers.,MALAYSIA AIRLINES FIRST CLASS LOUNGE REVIEW,KLIA Kuala Lumpur Airport,First Class,NA,NA,3,4,4,4,4,4,4,0,1
lufthansa,/lounge-reviews/lufthansa,Lufthansa Arrivals Lounge - Frankfurt Main Airport,Suhail Kazim,NA,2009-03-01,Lufthansa has just recently opened its first arrivals lounge in Frankfurt airport. Its open for premium passengers as well as elite loyalty card holders arriving on long haul flights. Its open from 5am until 12.30 pm and is located just outside the exit of baggage in Terminal 1B. It was bright and staff took care of my luggage and stored it in a secure area. The reception asked me if I needed a shower and directed me to the shower area downstairs. When I went down another staff directed me to the shower room and it was nice to see a welcome note displaying my name on a LCD screen in the shower room! The shower was delightful and had heated granite floors rainforest shower heads Occitane toiletries etc. There was an extensive breakfast buffet with hot items like scrambled eggs pancakes waffles etc and fired eggs could be ordered too. Cup noodles available on request. A lot of cold items like cereals cold cuts cheese etc . Ample dining space free internet via computer terminal snooze areas were other features of lounge. Overall Lufthansa has done an excellent job here and this lounge is far superior than its existing lounges in the departure area.,LUFTHANSA ARRIVALS LOUNGE REVIEW,Frankfurt Main Airport,NA,NA,NA,5,5,5,5,5,5,4,5,0
oman-air,/lounge-reviews/oman-air,"Oman Air ""falcon Gold"" Business Class Lounge - Bahrain Airport",Geoff Becque,United Kingdom,2014-01-29,Large lounge with areas for food drink working TV and resting. Showers newspapers magazines smoking room and quiet area as well as coffee machine. Alcohol (self serve) and snacks with hot food at appropriate times of the day. Seating is modern I doubt if I could doze in them. Staff helpful and as Bahrain is such a small airport all the gates are close. Decent enough lounge for a short stay with views over the airport.,"OMAN AIR ""FALCON GOLD"" BUSINESS CLASS LOUNGE REVIEW",Bahrain Airport,Business Class,NA,NA,4,4,4,4,4,4,4,3,1
oman-air,/lounge-reviews/oman-air,Oman Air Business Class Lounge - Muscat Seeb Airport,Geoff Becque,United Kingdom,2014-01-29,An excellent lounge. Full restaurant facilities with wide selection of hot & cold food. Full bar inc fizz. Helpful and cheerful Filipino staff. Comfortable range of seating good toilets and full selection of newspapers and magazines. One of the better Business class lounges. A good experience. Note that Oman Air want to board their premium pax by executive bus so don't go to the gate too early or you will be sent back upstairs.,OMAN AIR BUSINESS CLASS LOUNGE REVIEW,Muscat Seeb Airport,Business Class,NA,NA,4,4,4,5,5,4,4,5,1
oman-air,/lounge-reviews/oman-air,Oman Air Business Class Lounge - Dubai Airport,Geoff Becque,United Kingdom,2014-01-29,Oman Air Lounge shared with Gulf Air at DXB T1. Although small it is well furnished and kitted out with large windows overlooking the aircraft standing. All day selection of food and with alcoholic drinks including champagne. Comfortable seating good toilet facilities overall a good business lounge and generally not as full or busy as others in Dubai.,OMAN AIR BUSINESS CLASS LOUNGE REVIEW,Dubai Airport,Business Class,NA,NA,4,4,4,4,4,4,4,4,1
oman-air,/lounge-reviews/oman-air,Oman Air Business Class Lounge,Geoff Becque,United Kingdom,2014-01-29,Salalah is a small regional airport with maybe 8 scheduled flights a day although a new terminal is under construction. The lounge is upstairs above the single departures area. It is small but comfortable and has a private ladies/family area. Limited snacks and soft drinks (no alcohol) and the toilets are adequate. Newspapers and computer terminal. Lift to descend to departures. No priority boarding it is only 100 yards walk to aircraft steps. The lounge is fine as an alternative to sitting in the small waiting area at departures incidentally adjacent to which there is a small smokers room.,OMAN AIR BUSINESS CLASS LOUNGE REVIEW,NA,Business Class,NA,NA,3,3,3,3,3,3,4,4,1
oman-air,/lounge-reviews/oman-air,Oman Air Business Class Lounge - Muscat Seeb Airport,M Bertram,Australia,2013-02-04,"A modern and spacious looking lounge with a good selection of food and beverages. We arrived here quite early so took advantage of the ""quiet area"" which has big comfortable chairs and large ottomans so that you can lay down and rest. It is behind a curtain though still fairly bright and can be noisy if seated near the curtain separating the area from the rest of the lounge.",OMAN AIR BUSINESS CLASS LOUNGE REVIEW,Muscat Seeb Airport,Business Class,NA,NA,4,5,4,4,4,5,4,4,1
oman-air,/lounge-reviews/oman-air,Oman Air Business Class Lounge - Muscat Seeb Airport,D Keenan-Bokr,Germany,2012-02-08,Business Class passengers are taken by bus to the arrivals hall. Once inside the building follow the signs for the Lounge. You pass through the Duty Free area. We were given a warm greeting upon arrival. The Lounge is quiet and has an extra area with loungers for those that may want to stretch out and have some sleep. The restaurant area offers a good variety of hot & cold meals. A mixture of Western and Arabic foods. Alcohol soft drinks and a coffee machine. You can eat here or take it into the lounge area. The staff were helpful and friendly. There is free internet access . There is a spa too which appears to be free of charge but we did not have time to make an appointment. All in all a very enjoyable experience.,OMAN AIR BUSINESS CLASS LOUNGE REVIEW,Muscat Seeb Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
philippine-airlines,/lounge-reviews/philippine-airlines,Philippine Airlines Mabuhay Business Class Lounge - Manila Airport,D Jones,United Kingdom,2014-10-04,Food very poor - not catering for western customers could only eat scrambled eggs.No croissants or other edible bread Filipino bread tends to be limited to relatively sweet rolls. No bottled mineral water only purified water from a dispenser. They seem to cater for Filipinos. Urinals in toilets were smelly.,PHILIPPINE AIRLINES MABUHAY BUSINESS CLASS LOUNGE REVIEW,Manila Airport,Business Class,NA,NA,2,2,2,1,1,1,3,1,0
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge - Sydney Airport,D Lobo,Australia,2015-05-29,This lounge is totally inadequate for the number of people. Was there for the QF 11. Nowhere to sit comfortably people sleeping across 2 chairs long barista queue. As these lounges have now become one world they are beginning to resemble upmarket train waiting rooms,QANTAS BUSINESS CLASS LOUNGE REVIEW,Sydney Airport,Business Class,NA,NA,3,2,3,2,3,4,5,3,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge - Los Angeles Lax Airport,D Lobo,Australia,2015-05-29,This lounge was superb. Lots of space with different zones clean great furniture and design good bar area. Qantas/ one world airlines have spent money on this and it is world class. The only gripe is the number of showers- there are too few for the number of passengers arriving from Australia - Sydney Melbourne and Brisbane all arrive at roughly the same time to connect with the New York flight so the wait is too long. Otherwise can't fault this lounge.,QANTAS BUSINESS CLASS LOUNGE REVIEW,Los Angeles Lax Airport,Business Class,NA,NA,5,5,5,5,4,3,5,5,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class (galleries) Lounge - New York JFK Airport,D Lobo,Australia,2015-05-29,What an awful lounge- crowded awful food and service. The food was sparse it kept running out and took ages before they replenished. No glasses available and when I told the staff she brought out 1 glass for me rather than refill the glass tray! There was even a queue for the toilet. Again too small for all one world customers.,QANTAS BUSINESS CLASS (GALLERIES) LOUNGE REVIEW,New York JFK Airport,Business Class,NA,NA,2,1,2,1,1,1,4,1,0
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge - Brisbane Airport,R King,United Kingdom,2015-03-01,A rather packed lounge with lots of chairs but no view of the apron or runway so boring! Freezing cold (outside was a heatwave) and when I mentioned this a member of staff said that everyone had complained - so do something about it! Several people left to warm up elsewhere. And why not? The food choice was not going to keep them entertained: there was no choice - rice and a stew. Little else in the way of food. Overall rather disappointing when you consider how good Qantas lounges can be (Singapore for example). It felt as if no one cared for the lounge.,QANTAS BUSINESS CLASS LOUNGE REVIEW,Brisbane Airport,Business Class,NA,NA,3,3,4,3,1,2,3,3,0
qatar-airways,/lounge-reviews/qatar-airways,Qatar Airways First & Business Class Lounge - London Heathrow Airport,S Andrews,United Kingdom,2015-05-10,Outstanding we felt as if our holiday had begun at Heathrow. The quiet understated luxury was wonderful nothing was too much trouble food was amazing staff were polite and respectful. (Unlike Phuket Business Lounge where it was help yourself to a pot noodle).,QATAR AIRWAYS FIRST & BUSINESS CLASS LOUNGE REVIEW,London Heathrow Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
qantas-airways,/lounge-reviews/qantas-airways,"Qantas ""oneworld"" First Class Lounge - Los Angeles Lax Airport",P Taylor,Australia,2014-03-30,I guess if you come from Sydney or Melbourne you are spoilt by the QF first class lounges which are amongst the best anywhere particularly on the catering front and I also guess you shouldn't expect anything special airline wise in the US but really the all in one world first class lounge in Lax is pretty ordinary. Given most really long hauls like to Australia leave very late one would expect an option to eat before boarding. Well you can have snacks but that is about it. The other thing about this lounge and the business class lounge is finding them. They are on the 5th floor but given entry through immigration at the tom Bradley terminal is a bit like entering the corridors of an underground prison the narrow corridors and lack of signage give little indication of where to go for anything. Incredibly on the 3rd floor which is the departure level there is a completely new world of shops and glitz so why can't Qantas get with the new Tom Bradley theme. The other thing is the very good BA/Qantas premium check in area is gone. Now if want to check in early because your hotel has thrown you out it is an all in check in affair which despite the sign saying business/ first class means nothing. For those of you have tried to understand the psyche of the US travel who wants to pay nothing for the airfare but then argue at check in for a first class seat delays can be considerable.,"QANTAS ""ONEWORLD"" FIRST CLASS LOUNGE REVIEW",Los Angeles Lax Airport,First Class,NA,NA,3,3,5,4,2,3,3,4,0
qatar-airways,/lounge-reviews/qatar-airways,"Qatar Airways ""al Mourjan"" Business Class Lounge - Doha Airport",D Clark,United Kingdom,2015-01-02,Had a long layover here. Lounge is super impressive as far as the aesthetics go and the range of different seating options is good. The food was of a good standard: I ate upstairs and went for the mezze option rather than the a la carte. The staff were really friendly and helpful. I wanted somewhere to sleep and was lucky enough to get one of the quiet area cells. Not very comfortable but I was able to get a few hours sleep and a shower before the next leg of my flight. Overall a really good experience: felt much less busy and cluttered that the equivalent in Dubai.,"QATAR AIRWAYS ""AL MOURJAN"" BUSINESS CLASS LOUNGE REVIEW",Doha Airport,Business Class,NA,NA,5,5,4,5,4,5,4,5,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge Customer - Melbourne Airport,T Collier,United Kingdom,2013-08-14,Unlike the scrum of the Qantas club through the door the business lounge at Melbourne seemed very sedate. We arrived at that time in-between breakfast finishing but being too early for lunch so there weren't too much food options available for us. The lattes were expertly made I have to say but would have been nice to have had some sort of biscuit/cake to go with them. Soft drinks were via a soda dispenser but the glasses are tiny - more designed for adding a mixer to alcohol than for someone wanting just a pure glass of Sprite. Plenty of magazines/newspapers to read or you can watch the world go by looking out the big windows that overlook the gates. Free and unlimited wifi was available in the lounge.,QANTAS BUSINESS CLASS LOUNGE CUSTOMER REVIEW,Melbourne Airport,Business Class,NA,NA,4,5,5,4,3,5,5,4,1
qatar-airways,/lounge-reviews/qatar-airways,"Qatar Airways ""al Mourjan"" Business Class Lounge - Doha Airport",Frances Jojart,Australia,2014-10-28,The lounge is a great place to stay to pass the time between flights. The lounge offers wonderful food plentiful drinks and the wonderful showers.,"QATAR AIRWAYS ""AL MOURJAN"" BUSINESS CLASS LOUNGE REVIEW",Doha Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge - Sydney Airport,S Barnetson,Australia,2013-05-29,Had Use of this lounge on the way to Frankfurt via Ho Chi Min City as Vietnam Air and Qantas codeshare on this leg of the Trip. It may need a bit of an update with furnishings but the staff and food are way above most other lounges. The most impressive thing in this lounge is the showers and the selection of drinks both Alcoholic and non. People who complain should visit the Star Alliance lounge in Frankfurt or one of the lounges at Gatwick.,QANTAS BUSINESS CLASS LOUNGE REVIEW,Sydney Airport,Business Class,NA,NA,5,4,4,5,5,5,5,5,1
royal-brunei-airlines,/lounge-reviews/royal-brunei-airlines,Royal Brunei Airlines Business Class Lounge Bandar Seri Begawan Airport,S Ross,Australia,2011-05-18,This lounge takes you back to the 1970's. Although it's clean and tidy it's certainly not up to world standard. Some of the lounge chairs were very uncomfortable.,ROYAL BRUNEI AIRLINES BUSINESS CLASS LOUNGE REVIEW BANDAR SERI BEGAWAN AIRPORT,NA,Business Class,NA,NA,3,2,4,2,3,4,4,5,0
qatar-airways,/lounge-reviews/qatar-airways,Qatar Airways Business Class Lounge - Male Airport,M Bertram,Australia,2013-02-04,This lounge is the only one in Male airport and it's ok but not great. The food looked as though it had been sitting around for ages and they had the air conditioner turned up a bit too high so it was very cold in the lounge. On the plus side they have nice comfortable seats clean bathrooms and a selection of magazines and newspapers to read. Certainly pales in comparison to the Premium Terminal in Doha.,QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Male Airport,Business Class,NA,NA,3,3,4,3,2,4,4,4,0
qatar-airways,/lounge-reviews/qatar-airways,Qatar Airways Premium Lounge - London Heathrow Airport,Kim Thomsen,United Kingdom,2012-09-27,As always a pleasant experience to go to the new Qatar Airways Lounge in Terminal 4. I tried the sit down dinner service the food was tasty and plentiful and the service great.,QATAR AIRWAYS PREMIUM LOUNGE REVIEW,London Heathrow Airport,NA,NA,NA,5,5,5,5,5,5,5,5,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge - Brisbane Airport,G James,United Kingdom,2012-08-05,Excellent lounge - very warm atmosphere. The showers were spotless. The food was excellent and there was a very good range of both cold and hot food available even at the late hour of 10 p.m. Lovely Minestrone soup - piping hot. A very relaxing place - wish all lounges were this nice.,QANTAS BUSINESS CLASS LOUNGE REVIEW,Brisbane Airport,Business Class,NA,NA,4,5,5,5,5,5,0,5,1
royal-jordanian-airlines,/lounge-reviews/royal-jordanian-airlines,Royal Jordanian Airlines Business Class Lounge - Amman Queen Alia Airport,Martin Brown,NA,2008-06-28,By presenting my One World Sapphire card I was given access to this lounge and the staff on reception very friendly. The lounge was too small for the amount of people present. At either end of the lounge were televisions although it was very difficult to hear them over the noise of the people. The smoking section wasn't screened off and I could hear people complaining about the smoke in the non smoking areas. Drink in plentiful supply including alcoholic juices tea etc and snacks were available although these were mainly cakes dates etc. It was surprising that even though there were so many people the lounge was tidy and plates and cups were cleared often. The staff clearing the plates were friendly but the staff behind the bar area didn't seem as friendly but they certainly weren't rude. It was certainly a retreat from the main terminal and as you get refreshments for 'free' to be honest even though it was very full I cannot complain and I did enjoy being there.,ROYAL JORDANIAN AIRLINES BUSINESS CLASS LOUNGE REVIEW,Amman Queen Alia Airport,Business Class,NA,NA,3,3,4,4,3,0,3,4,0
qatar-airways,/lounge-reviews/qatar-airways,Qatar Airways Premium Terminal Business Class Lounge - Doha Airport,M Bertram,Australia,2012-01-25,On arrival into Doha the lounge was jam packed (about 8am) though we did manage to find a seat. Nonetheless the food and drinks were tasty and in plentiful supply. The bathrooms were clean and virtually empty. On our return journey (about 11pm) the lounge was much less busy and so we were able to spread out a bit more. It's a nice place to while away an hour or two.,QATAR AIRWAYS PREMIUM TERMINAL BUSINESS CLASS LOUNGE REVIEW,Doha Airport,Business Class,NA,NA,5,4,5,5,4,5,4,5,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas First Class Lounge - Sydney Airport,Y Ren,Australia,2012-02-07,Great restaurant service and food. Spa service fantastic. I had facial this time. Plenty of drinks and fruit available. Internet service good computers available as well. Private office is good for some last minute work.,QANTAS FIRST CLASS LOUNGE REVIEW,Sydney Airport,First Class,NA,NA,5,5,5,5,5,5,5,5,1
qatar-airways,/lounge-reviews/qatar-airways,Qatar Airways Business Class Lounge - Doha Airport,Savi Mull,NA,2010-08-13,The bus from the plane takes you directly to the Premium Terminal which has a wide atrium and divided into the business class section and first class section. The lounge was very spacious but crowded and busy on a Sunday morning. Had enough time to check out the food which has limited options on the lounge side but a full restaurant on the other. Quite impressive. Only downside was the busy washrooms. Shower facilities available. Adequate announcements were made for boarding and the boarding process was very smooth and efficient. Would fly through Doha again.,QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Doha Airport,Business Class,NA,NA,5,5,5,5,5,4,5,5,0
qatar-airways,/lounge-reviews/qatar-airways,Qatar Airways Business Class Lounge - Doha Airport,R Clarke,NA,2009-11-10,A big difference noticed now that the business class section has expanded as it got very crowded close to midnight when lots of flights leave after this time. Separate set of toilets are in the news section also so this helps relieve the overcrowded toilets problem. Food is average as are the selection of drinks and not much choice for snacks either. Internet seems to be extremely slow each time I have tried to use it and given up.,QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Doha Airport,Business Class,NA,NA,4,4,5,3,3,4,4,4,0
